project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,520_sigmuid,0.2914959704016462,0.2914959704016462,1.0,231,0.2,0.2914959704016462,50.0,50.0,0.5,50.0,46,1,1,ranked 29,ranked 24
Codec,540_sigmuid,0.27393317800213696,0.27393317800213696,1.0,231,0.2,0.27393317800213696,50.0,50.0,0.5,50.0,46,1,1,ranked 20,ranked 27
Codec,560_sigmuid,0.3162636024707642,0.3162636024707642,1.0,231,0.2,0.3162636024707642,50.0,50.0,0.5,50.0,46,1,1,ranked 7,ranked 28
Codec,580_sigmuid,0.3070197179683784,0.3070197179683784,1.0,231,0.2,0.3070197179683784,50.0,50.0,0.5,50.0,46,1,1,ranked 24,ranked 16
Codec,600_sigmuid,0.23732023520991785,0.23732023520991785,1.0,231,0.2,0.23732023520991785,50.0,50.0,0.5,50.0,46,1,1,ranked 23,ranked 29
Codec,20_sigmuid,0.17990735372737113,0.17990735372737113,1.0,134,0.2,0.17990735372737113,20.0,20.0,0.2,20.0,33,3,5,ranked 1,ranked 1
Codec,40_sigmuid,0.06803756213235361,0.06803756213235361,3.0,134,0.2,0.06803756213235361,60.0,60.0,0.6,60.0,33,3,5,ranked 2,ranked 2
Codec,60_sigmuid,0.5277456008747914,0.5277456008747914,0.0,134,0.2,0.5277456008747914,0.0,0.0,0.0,0.0,33,3,5,ranked 15,ranked 4
Codec,80_sigmuid,0.18839083617946323,0.18839083617946323,1.0,134,0.2,0.18839083617946326,20.0,20.0,0.2,20.0,33,3,5,ranked 16,ranked 5
Codec,100_sigmuid,0.22552831659825254,0.22552831659825254,0.0,134,0.2,0.22552831659825254,0.0,0.0,0.0,0.0,33,3,5,ranked 14,ranked 3
Codec,120_sigmuid,0.10180310158609582,0.10180310158609582,2.0,134,0.2,0.10180310158609582,40.0,40.0,0.4,40.0,33,3,5,ranked 5,ranked 8
Codec,140_sigmuid,0.20557401715915963,0.20557401715915963,0.0,134,0.2,0.20557401715915963,0.0,0.0,0.0,0.0,33,3,5,ranked 9,ranked 7
Codec,160_sigmuid,0.3220362116359992,0.3220362116359992,0.0,134,0.2,0.3220362116359992,0.0,0.0,0.0,0.0,33,3,5,ranked 12,ranked 22
Codec,180_sigmuid,0.22031659551838395,0.22031659551838395,0.0,134,0.2,0.22031659551838395,0.0,0.0,0.0,0.0,33,3,5,ranked 3,ranked 19
Codec,200_sigmuid,0.18707824247747878,0.18707824247747878,0.0,134,0.2,0.18707824247747876,0.0,0.0,0.0,0.0,33,3,5,ranked 11,ranked 14
Codec,220_sigmuid,0.3892871645687422,0.3892871645687422,0.0,134,0.2,0.38928716456874224,0.0,0.0,0.0,0.0,33,3,5,ranked 4,ranked 21
Codec,240_sigmuid,0.20345995326297156,0.20345995326297156,1.0,134,0.2,0.20345995326297156,20.0,20.0,0.2,20.0,33,3,5,ranked 8,ranked 12
Codec,260_sigmuid,0.14219959018380673,0.14219959018380673,0.0,134,0.2,0.14219959018380673,0.0,0.0,0.0,0.0,33,3,5,ranked 13,ranked 6
Codec,280_sigmuid,0.2508419823405674,0.2508419823405674,0.0,134,0.2,0.2508419823405674,0.0,0.0,0.0,0.0,33,3,5,ranked 10,ranked 9
Codec,300_sigmuid,0.2545696765258374,0.2545696765258374,0.0,134,0.2,0.2545696765258374,0.0,0.0,0.0,0.0,33,3,5,ranked 27,ranked 10
Codec,320_sigmuid,0.26488893643406136,0.26488893643406136,0.0,134,0.2,0.26488893643406136,0.0,0.0,0.0,0.0,33,3,5,ranked 21,ranked 11
Codec,340_sigmuid,0.23845475051309734,0.23845475051309734,0.0,134,0.2,0.23845475051309734,0.0,0.0,0.0,0.0,33,3,5,ranked 17,ranked 17
